strain,date,epi_03,country,epi_00,epi_02,surface_residues_pref,region,epi_01,epi_05,surface_residues_postf,epi_04,clade_membership,epi_all,author,accession
hRSV/A/Spain/CT-CHV-262636/2022,12/21/2022,,Spain,,1,1,Europe,,,1,,A.D.5.1,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279000
011-0032,10/28/2023,,France,,1,1,Europe,,,1,,A.D.5.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ762747
010-0042,1/18/2024,,France,,1,1,Europe,,,1,,A.D.5.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ762717
NL3NSIJ5I6,12/13/2023,,Switzerland,,1,1,Europe,,,1,,A.D.5.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277666
5H7SNBCZ0B,1/31/2024,,Switzerland,,1,1,Europe,,,1,,A.D.5.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277702
K4DI1SVJW1,12/31/2023,,Switzerland,,1,1,Europe,,,1,,A.D.5.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277708
5GHKEMLQY8,11/1/2023,,Switzerland,,1,1,Europe,,,1,,A.D.5.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277717
040-0048,12/27/2023,,France,,1,3,Europe,,,3,,A.D.5.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ763019
009-0010,10/29/2023,,France,,1,1,Europe,,,1,,A.D.5.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ762678
OZ262195,2/4/2025,,Ireland,,1,1,Europe,,,1,,A.D.5.1,1,"Carr,M.,Bennett,C.,Banka,W.,Fahey,L.,Rice,A.,Dean,J.,Hare,D.,De Gascun,C.F.",OZ262195
014-0006,1/1/2024,,France,,1,1,Europe,,,1,,A.D.5.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ762788
041-0007,3/21/2024,,France,,1,1,Europe,,,1,,A.D.5.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ763036
039-0003,11/19/2023,,France,,1,3,Europe,,,2,,A.D.5.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ762967
012-0007,12/29/2023,,France,,1,1,Europe,,,1,,A.D.5.1,1,"Fourati,S.,Rameix Welti,M.-A.",PQ762772
2401V190092,1/19/2024,,France,,1,1,Europe,,,1,,A.D.5.1,1,"Caillault,A.,Fourati,S.",PQ899851
OX02-9970-V01,12/15/2019,,United Kingdom,,1,1,Europe,,,1,,A.D.5.1,1,"Lin,G.-L.,Drysdale,S.B.,Snape,M.D.,O'Connor,D.,Brown,A.,MacIntyre-Cockett,G.,Mellado-Gomez,E.,de Cesare,M.,Bonsall,D.,Ansari,M.A.,Oner,D.,Aerssens,J.,Butler,C.,Bont,L.,Openshaw,P.,Martinon-Torres,F.,Nair,H.,Bowden,R.,Golubchik,T.,Pollard,A.J.",MZ516012
OX02-9571-V01,12/15/2019,,United Kingdom,,1,1,Europe,,,1,,A.D.5.1,1,"Lin,G.-L.,Drysdale,S.B.,Snape,M.D.,O'Connor,D.,Brown,A.,MacIntyre-Cockett,G.,Mellado-Gomez,E.,de Cesare,M.,Bonsall,D.,Ansari,M.A.,Oner,D.,Aerssens,J.,Butler,C.,Bont,L.,Openshaw,P.,Martinon-Torres,F.,Nair,H.,Bowden,R.,Golubchik,T.,Pollard,A.J.",MZ515567
A18321012,6/18/2022,,Ireland,,1,1,Europe,,,1,,A.D.5.1,1,"Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.",PP969947
RSFWJXIXSP,12/31/2023,,Switzerland,,1,2,Europe,,,2,,A.D.5.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277712
RSV-A/human/USA/MA-Broad_MGH-21515/2023,11/6/2023,,USA,,1,1,North America,,,1,,A.D.5.1,1,"Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.",PV178281
hRSV/A/Spain/CT-HUVH505656/2025,1/6/2025,,Spain,,1,2,Europe,,,2,,A.D.5.1,1,"Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279710
EPIT3PD3CF,1/31/2024,,Switzerland,,1,2,Europe,,,2,,A.D.5.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277714
89NXIDJR1F,12/1/2023,,Switzerland,,1,2,Europe,,,2,,A.D.5.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277686
NJ9CJGQS2R,12/1/2023,,Switzerland,,1,2,Europe,,,2,,A.D.5.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277709
EH89VAD4HE,1/4/2024,,Switzerland,,1,2,Europe,,,2,,A.D.5.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277640
QYXAQ6AW07,12/1/2023,,Switzerland,,1,2,Europe,,,2,,A.D.5.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277652
YCJ0LBTAOA,12/2/2023,,Switzerland,,1,2,Europe,,,2,,A.D.5.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277698
SMGKL1485Y,11/1/2023,,Switzerland,,1,2,Europe,,,2,,A.D.5.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277695
MXF6ATLQYG,12/3/2023,,Switzerland,,1,3,Europe,,,3,,A.D.5.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277701
CZXEJXY3IQ,12/30/2023,,Switzerland,,1,2,Europe,,,2,,A.D.5.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277683
7ESKJU29IF,11/30/2023,,Switzerland,,1,3,Europe,,,3,,A.D.5.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277654
HCQSUBR35P,12/1/2023,,Switzerland,,1,2,Europe,,,2,,A.D.5.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277661
4FTS263L81,12/31/2023,,Switzerland,,1,2,Europe,,,2,,A.D.5.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277692
A3AC77GVMU,12/1/2023,,Switzerland,,1,2,Europe,,,2,,A.D.5.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277664
DAN8LV01E9,12/31/2023,,Switzerland,,1,2,Europe,,,2,,A.D.5.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277681
Respiratory swabs_31hb40,2/21/2024,,Switzerland,,1,2,Europe,,,2,,A.D.5.1,1,,OZ224588
R7XZZECGGL,12/26/2023,,Switzerland,,1,2,Europe,,,2,,A.D.5.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277637
RSV-A/human/USA/OR-S25508/2024,2/12/2024,,USA,,1,1,North America,,,1,,A.D.5.1,1,"Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Stone,J.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.",PQ008878
RSV-A/human/USA/WA-S26028/2023,11/3/2023,,USA,,1,1,North America,,,1,,A.D.5.1,1,"Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.",PQ638793
RSVA/Novosibirsk/8.355/2022,4/4/2022,,Russia,,1,1,Europe,,,1,,A.D.5.1,1,"Kurskaya,O.G.,Solomatina,M.V.,Saroyan,T.A.,Dubovitskiy,N.A.,Derko,A.A.,Nokhova,A.R.,Sobolev,I.A.,Kabilov,M.R.,Tupikin,A.E.,Sharshov,K.A.",PP709780
XQ58UPWCEZ,12/31/2023,,Switzerland,,1,1,Europe,,,1,,A.D.5.1,1,"Gosert,R.,Leuzinger,K.,Kuznetsov,A.,Neher,R.",OZ277635
hRSV-A-HS15970,10/15/2022,,USA,,1,1,North America,,,1,,A.D.5.1,1,"Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.",OR883000
hRSV-A-HCV11264,11/5/2022,,USA,,1,1,North America,,,1,,A.D.5.1,1,"Lauring,A.S.,Papalambros,L.K.",OR915744
hRSV-A-HCV11260,11/5/2022,,USA,,1,1,North America,,,1,,A.D.5.1,1,"Lauring,A.S.,Papalambros,L.K.",OR915758
hRSV/A/Spain/CT-HUVH-959891/2022,11/24/2022,,Spain,,1,1,Europe,,,1,,A.D.5.1,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279460
hRSV/A/Spain/CT-HUVH-117370/2022,12/13/2022,,Spain,,1,1,Europe,,,1,,A.D.5.1,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280466
hRSV/A/Spain/CT-HUVH-985972/2022,12/28/2022,,Spain,,1,1,Europe,,,1,,A.D.5.1,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279317
hRSV/A/Spain/CT-HUVH-950915/2022,11/11/2022,,Spain,,1,1,Europe,,,1,,A.D.5.1,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279209
hRSV/A/Spain/CT-HUVH-951402/2022,11/12/2022,,Spain,,1,1,Europe,,,1,,A.D.5.1,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279242
hRSV/A/Spain/CT-HUVH-947337/2022,11/7/2022,,Spain,,1,1,Europe,,,1,,A.D.5.1,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279200
hRSV/A/Spain/CT-HUVH-404981/2022,11/29/2022,,Spain,,1,1,Europe,,,1,,A.D.5.1,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279479
hRSV/A/Spain/CT-HUJO-027824/2022,11/10/2022,,Spain,,1,1,Europe,,,1,,A.D.5.1,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280148
hRSV/A/Spain/CT-HUAV-262847/2022,12/22/2022,,Spain,,1,1,Europe,,,1,,A.D.5.1,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ278974
hRSV/A/Spain/CT-HUVH-454122/2022,11/10/2022,,Spain,,1,1,Europe,,,1,,A.D.5.1,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279492
hRSV/A/Spain/CT-HUJT-260503/2022,11/24/2022,,Spain,,1,1,Europe,,,1,,A.D.5.1,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280218
hRSV/A/Spain/CT-HUJT-260500/2022,11/24/2022,,Spain,,1,1,Europe,,,1,,A.D.5.1,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280223
hRSV/A/Spain/CT-HUJT-262370/2022,12/20/2022,,Spain,,1,1,Europe,,,1,,A.D.5.1,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280209
hRSV/A/Spain/CT-HUJT-261101/2022,12/1/2022,,Spain,,1,1,Europe,,,1,,A.D.5.1,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280226
hRSV/A/Spain/CT-HUJT-265327/2023,1/24/2023,,Spain,,1,1,Europe,,,1,,A.D.5.1,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279873
hRSV/A/Germany/20-03531/2020,3/16/2020,,Germany,,1,1,Europe,,,1,,A.D.5,1,"Kondgen,S.,Reiche,J.",OR795410
UU01A-0159-V02,12/3/2019,,Netherlands,,1,1,Europe,,,1,,A.D.5,1,"Lin,G.-L.,Drysdale,S.B.,Snape,M.D.,O'Connor,D.,Brown,A.,MacIntyre-Cockett,G.,Mellado-Gomez,E.,de Cesare,M.,Bonsall,D.,Ansari,M.A.,Oner,D.,Aerssens,J.,Butler,C.,Bont,L.,Openshaw,P.,Martinon-Torres,F.,Nair,H.,Bowden,R.,Golubchik,T.,Pollard,A.J.",MZ515825
011-0046,12/16/2023,,France,,1,1,Europe,,,1,,A.D.5.2,1,"Fourati,S.,Rameix Welti,M.-A.",PQ762760
hRSV/A/Germany/22-02775/2021,12/24/2021,,Germany,,1,1,Europe,,,1,,A.D.5.2,1,"Kondgen,S.,Reiche,J.",OR795470
036-0029,1/9/2024,,France,,1,1,Europe,,,1,,A.D.5.2,1,"Fourati,S.,Rameix Welti,M.-A.",PQ762960
MN-MDH-RSVA-03060,4/11/2025,,USA,,1,1,North America,,,1,,A.D.5.2,1,"Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Strain,A.",PV640314
hRSV/A/Spain/CT-HUVH-704705/2021,12/20/2021,,Spain,,1,1,Europe,,,1,,A.D.5.2,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279148
hRSV/A/Spain/CT-HUVH-645607/2021,10/10/2021,,Spain,,1,1,Europe,,,1,,A.D.5.2,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279119
hRSV/A/Germany/22-03065/2022,1/10/2022,,Germany,,1,1,Europe,,,1,,A.D.5.2,1,"Kondgen,S.,Reiche,J.",OR795471
hRSV/A/Spain/CT-HUVH-385908/2022,11/8/2022,,Spain,,1,1,Europe,,,1,,A.D.5.2,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279332
hRSV/A/Spain/CT-HUVH-015829/2023,2/7/2023,,Spain,,1,1,Europe,,,1,,A.D.5.2,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280386
MN-MDH-RSVA-00746,2/7/2024,,USA,,1,1,North America,,,1,,A.D.5.2,1,"Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.",PP957759
hRSV/A/Panama/ICGES-372/2024,7/10/2024,,Panama,,1,1,North America,,,1,,A.D.5.2,1,"Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.",PQ618080
hRSV/A/Germany/22-00271/2021,10/7/2021,,Germany,,1,1,Europe,,,1,,A.D.5.2,1,"Kondgen,S.,Reiche,J.",OR795424
hRSV/A/Germany/22-00723/2021,10/21/2021,,Germany,,1,1,Europe,,,1,,A.D.5.2,1,"Kondgen,S.,Reiche,J.",OR795431
hRSV/A/Spain/CT-HUVH-658578/2021,10/27/2021,,Spain,,1,1,Europe,,,1,,A.D.5.2,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279137
hRSV/A/Germany/23-00282/2022,10/14/2022,,Germany,,1,1,Europe,,,1,,A.D.5.2,1,"Kondgen,S.,Reiche,J.",OR795472
hRSV/A/Spain/CT-HUVH-706889/2021,12/22/2021,,Spain,,1,1,Europe,,,1,,A.D.5.2,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279139
hRSV/A/Germany/22-01987/2021,11/24/2021,,Germany,,1,1,Europe,,,1,,A.D.5.2,1,"Kondgen,S.,Reiche,J.",OR795458
hRSV/A/Germany/22-02061/2021,11/25/2021,,Germany,,1,1,Europe,,,1,,A.D.5.2,1,"Kondgen,S.,Reiche,J.",OR795463
hRSV/A/Germany/22-02062/2021,11/25/2021,,Germany,,1,1,Europe,,,1,,A.D.5.2,1,"Kondgen,S.,Reiche,J.",OR795464
hRSV/A/Panama/ICGES-344/2023,8/11/2023,,Panama,,1,1,North America,,,1,,A.D.5.2,1,"Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.",PQ618079
hRSV/A/Germany/22-00290/2021,10/11/2021,,Germany,,1,1,Europe,,,1,,A.D.5.2,1,"Kondgen,S.,Reiche,J.",OR795425
hRSV/A/Spain/CT-HUVH-281345/2022,1/4/2022,,Spain,,1,1,Europe,,,1,,A.D.5.2,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280354
PP508184,4/21/2023,,Peru,,1,1,South America,,,1,,A.D.5.2,1,"Meza,E.,Cuicapuza,D.,Martinez-Ventura,A.,Ayzanoa,B.,Zamudio,C.,Avendano,C.,Greninger,A.,Sobolik,E.,Tsukayama,P.",PP508184
PP508183,4/18/2023,,Peru,,1,1,South America,,,1,,A.D.5.2,1,"Meza,E.,Cuicapuza,D.,Martinez-Ventura,A.,Ayzanoa,B.,Zamudio,C.,Avendano,C.,Greninger,A.,Sobolik,E.,Tsukayama,P.",PP508183
hRSV/A/Spain/CT-HUVH-706585/2021,12/22/2021,,Spain,,1,1,Europe,,,1,,A.D.5.2,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279149
A18321080,12/1/2022,,Ireland,,1,1,Europe,,,1,,A.D.5.2,1,"Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.",PP969979
A18321019,9/26/2022,,Ireland,,1,1,Europe,,,1,,A.D.5.2,1,"Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.",PP969954
A18321085,11/16/2022,,Ireland,,1,1,Europe,,,1,,A.D.5.2,1,"Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.",PP970006
A18321099,11/12/2022,,Ireland,,1,1,Europe,,,1,,A.D.5.2,1,"Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.",PP970015
2401V020003,1/1/2024,,France,,1,1,Europe,,,1,,A.D.5.2,1,"Caillault,A.,Fourati,S.",PQ899923
031-0021,1/5/2024,,France,1,1,2,Europe,,,2,,A.D.5.2,2,"Fourati,S.,Rameix Welti,M.-A.",PQ762894
006-0022,10/19/2023,,France,,1,1,Europe,,,1,,A.D.5.2,1,"Fourati,S.,Rameix Welti,M.-A.",PQ762627
hRSV/A/Spain/CT-HUAV-289891/2023,12/28/2023,,Spain,,1,1,Europe,,,1,,A.D.5.2,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ278928
031-0004,12/19/2023,,France,,1,1,Europe,,,1,,A.D.5.2,1,"Fourati,S.,Rameix Welti,M.-A.",PQ762880
hRSV/A/Spain/CT-HUAV-306022/2024,11/16/2023,,Spain,,1,1,Europe,,,1,,A.D.5.2,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280605
006-0031,10/28/2023,,France,,1,1,Europe,,,1,,A.D.5.2,1,"Fourati,S.,Rameix Welti,M.-A.",PQ762632
018-0004,12/9/2023,,France,,1,1,Europe,,,1,,A.D.5.2,1,"Fourati,S.,Rameix Welti,M.-A.",PQ762802
031-0012,12/4/2023,,France,,1,1,Europe,,,1,,A.D.5.2,1,"Fourati,S.,Rameix Welti,M.-A.",PQ762885
012-0014,1/30/2024,,France,,1,1,Europe,,,1,,A.D.5.2,1,"Fourati,S.,Rameix Welti,M.-A.",PQ763065
2402V080203,2/8/2024,,France,,1,1,Europe,,,1,,A.D.5.2,1,"Caillault,A.,Fourati,S.",PQ899858
019-0028,1/7/2024,,France,,1,1,Europe,,,1,,A.D.5.2,1,"Fourati,S.,Rameix Welti,M.-A.",PQ763103
hRSV/A/Spain/CT-HUGTIP-260688/2022,11/25/2022,,Spain,,1,1,Europe,,,1,,A.D.5.2,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280125
hRSV/A/Spain/CT-HUJO-000491/2022,12/22/2022,,Spain,,1,1,Europe,,,1,,A.D.5.2,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280160
041-0005,3/11/2024,,France,,1,1,Europe,,,1,,A.D.5.2,1,"Fourati,S.,Rameix Welti,M.-A.",PQ763035
hRSV/A/Spain/CT-HUVH-824907/2023,3/9/2023,,Spain,,1,1,Europe,,,1,,A.D.5.2,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279235
hRSV/A/Spain/CT-HUVH-820682/2022,5/11/2022,,Spain,,1,1,Europe,,,1,,A.D.5.2,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279131
hRSV/A/Spain/CT-HUVH-824633/2023,2/15/2023,,Spain,,1,1,Europe,,,1,,A.D.5.2,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279153
hRSV/A/Spain/CT-HUJO-028490/2022,12/1/2022,,Spain,,1,1,Europe,,,1,,A.D.5.2,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280162
hRSV/A/Spain/CT-HUVH-916110/2022,2/22/2022,,Spain,,1,1,Europe,,,1,,A.D.5.2,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279183
hRSV/A/Spain/CT-HUB-261832/2022,12/13/2022,,Spain,,1,1,Europe,,,1,,A.D.5.2,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ280089
hRSV/A/Spain/CT-HUVH-765493/2022,11/29/2022,,Spain,,1,1,Europe,,,1,,A.D.5.2,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279140
hRSV/A/Spain/CT-HUVH-946899/2022,11/6/2022,,Spain,,1,1,Europe,,,1,,A.D.5.2,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279271
hRSV/A/Spain/CT-HUAV-262582/2022,12/20/2022,,Spain,,1,1,Europe,,,1,,A.D.5.2,1,"Pinana,M.,Andres,C.,Gonzalez Sanchez,A.,Prats,I.,Garcia Comunas,K.,Piquer,M.,Dima,E.,Martin,M.C.,Pumarola,T.,Anton,A.",OZ279425
